"term","prop_connected","prop_connected_std","wilcox_effect_size","wilcox_p_value","wilcox_adj_p_value","fold_change","log_fold_change","de_label","plot_label","de_color","label_color","nudge_x","nudge_y"
"pressure",0.233846153846154,4.20128882438316,18442.9675342585,0.639296322151336,200.099748833368,3.91535811804243,1.0284129149404,NA,NA,"#BDBDBD","#BDBDBD",0,1
"prime",0.17948717948718,3.07378335949765,3344.17569645371,0.91660103117856,286.896122758889,1.91540294911081,0.781582301995956,NA,NA,"#BDBDBD","#BDBDBD",0,1
"probabilistic",0.106060606060606,2.38169257340242,2291.90833467341,0.355357942732476,111.227036075265,3.35440701430549,1.05096884958277,NA,NA,"#BDBDBD","#BDBDBD",0,1
"production",0.151592087168095,2.90416335993088,962541.303987662,0.00063082145835688,0.197447116465703,1.59503424609545,0.759571200663308,NA,NA,"#BDBDBD","#BDBDBD",0,1
"prospective",0.136842105263158,2.77617728531856,7176.89473871252,0.463002194700269,144.919686941184,0.775739688474829,0.556741161490521,NA,NA,"#BDBDBD","#BDBDBD",0,1
"ptsd",0.122437411431271,2.28268804894339,1125218.6035913,7.95776431729642e-07,0.000249078023131378,0.644262226343932,0.497320575705023,NA,NA,"#BDBDBD","#BDBDBD",0,1
"punishment",0.102884615384615,2.54302464729594,159187.897662769,0.757468961002538,237.087784793794,0.623093846935274,0.629904961546004,NA,NA,"#BDBDBD","#BDBDBD",0,1
"rate",0.0909090909090909,3.16363636363636,2760.85870820558,0.243790505619566,76.3064282589242,0.241030999651689,0.472157835188112,"rate",NA,"#F8766D","darkred",-3,1
"reach",0.143717728055077,1.88425076994245,254950.912871004,0.0491174018985288,15.3737467942395,1.8561874018867,0.652379147761708,NA,NA,"#BDBDBD","#BDBDBD",0,1
"reaction",0.0773613193403298,1.29390452188116,578193.030215064,0.652730189742386,204.304549389367,0.290643928144294,0.241278965914683,"reaction",NA,"#F8766D","darkred",-3,1
"read",0.107748944958247,2.07025071855614,3316887.80941506,1.16227688473589e-11,3.63792664922333e-09,0.700095296539424,0.470114406335358,NA,NA,"#BDBDBD","#BDBDBD",0,1
"real",0.0962688105545248,1.34655861862103,356358.367973421,0.0841922150288553,26.3521633040317,0.422362372678994,0.27089391752448,"real",NA,"#F8766D","darkred",-3,1
"reappraisal",0.100309946463793,1.75175418702623,1425509.6390121,0.00344032139900435,1.07682059788836,0.593033048511886,0.405624513857071,"reappraisal",NA,"#F8766D","darkred",-3,1
"reason",0.122020202020202,1.9352930746312,444892.132124931,0.861922870509099,269.781858469348,0.766894509826561,0.41949867793897,"reason",NA,"#F8766D","darkred",-3,1
"recall",0.109594837617688,1.91312441230845,962493.598878595,0.112280336818057,35.1437454240517,0.628049246994756,0.47687017929256,"recall",NA,"#F8766D","darkred",-3,1
"recognition",0.0890156622756975,1.67859596368705,4790937.81929428,6.9447374228659e-07,0.000217370281335703,0.365796658782421,0.321037955437999,NA,NA,"#BDBDBD","#BDBDBD",0,1
"recollection",0.0858786610878661,1.60901873442715,3093574.13856495,0.0156565558817942,4.90050199100157,0.316507590732271,0.304586677623179,"recollection",NA,"#F8766D","darkred",-3,1
"reference",0.112555899552804,2.35639236999999,1446085.20346999,0.000301560864713974,0.0943885506554739,0.53475461471002,0.431591774129132,"reference",NA,"#F8766D","darkred",-3,1
"referential",0.130278696268304,2.75597288360633,1077417.13446681,6.66702792636488e-06,0.00208677974095221,0.728525107631724,0.558040452761675,NA,NA,"#BDBDBD","#BDBDBD",0,1
"regulation",0.0787878787878788,1.5125356912591,1402106.19438231,0.637474330259776,199.52946537131,0.284909167153963,0.301345449228519,"regulation",NA,"#F8766D","darkred",-3,1
"rehabilitation",0.199925953350611,3.46945737386606,204493.126086643,0.405231490041713,126.837456383056,2.20625176196182,0.778425644389235,NA,NA,"#BDBDBD","#BDBDBD",0,1
"rehearsal",0.163134746101559,2.84652549476929,731499.378618886,1.37921878166923e-05,0.00431695478662469,1.59880162233098,0.654514771136635,NA,NA,"#BDBDBD","#BDBDBD",0,1
"reinforcement",0.0861244019138756,1.85500848896435,235962.413468893,0.254160078197884,79.5521044759376,0.232667185411484,0.288975481312322,"reinforcement",NA,"#F8766D","darkred",-3,1
"relational",0.124621899576528,2.05492746946984,124750.234901805,0.508394704157184,159.127542401199,1.1137867419367,0.5626744947939,NA,NA,"#BDBDBD","#BDBDBD",0,1
"remember",0.0839951541257235,1.42047893490107,5017990.83393789,0.111213080660003,34.8096942465808,0.269235394528947,0.241042126031003,"remember",NA,"#F8766D","darkred",-3,1
"reorganization",0.20703933747412,3.84233892569392,195153.418976297,2.35431373200936e-05,0.00736900198118928,2.71869138791809,0.878709889628417,NA,NA,"#BDBDBD","#BDBDBD",0,1
"repetition",0.152847152847153,2.55768950150973,247275.765304915,0.989863912347889,309.827404564889,1.22840174281836,0.564779825896546,NA,NA,"#BDBDBD","#BDBDBD",0,1
"response",0.115374947633012,1.46171339630379,1019284.84936543,0.000331093828765906,0.103632368403729,0.655810024028259,0.348590544116661,"response",NA,"#F8766D","darkred",-3,1
"rest",0.107000285143998,2.13257443014353,1324946.19801381,0.000701485329589387,0.219564908161478,0.499662193789103,0.418051069118081,"rest",NA,"#F8766D","darkred",-3,1
"retention",0.0779220779220779,1.00013718675691,203295.325968275,0.74517831081187,233.240811284115,0.157090324541095,0.114192504424555,"retention",NA,"#F8766D","darkred",-3,1
"retrieval",0.0808771929824561,1.58047206304875,6942826.35458748,1.46058832198827e-06,0.000457164144782328,0.314208898809597,0.303297042551429,NA,NA,"#BDBDBD","#BDBDBD",0,1
"reward",0.0876511226252159,1.90010447356836,1963758.19483296,0.220257412858494,68.9405702247086,0.308746893135063,0.354509545319555,"reward",NA,"#F8766D","darkred",-3,1
"rhythm",0.179271708683473,3.45971303175054,291207.686972734,0.00638339976117786,1.99800412524867,2.23964468343973,0.791949896023303,NA,NA,"#BDBDBD","#BDBDBD",0,1
"risk",0.102786934372191,1.80747102844405,878500.266664028,0.00131667998890968,0.412120836528731,0.592566672612051,0.454912691601675,"risk",NA,"#F8766D","darkred",-3,1
"rotation",0.129904761904762,1.94697913322632,638345.881283288,0.118925636361861,37.2237241812626,1.35088738953634,0.600349570864543,NA,NA,"#BDBDBD","#BDBDBD",0,1
"saccade",0.138256762559038,1.98585279277308,781553.809190415,0.00142728749180274,0.446740984934257,1.28517375999875,0.552621821016511,NA,NA,"#BDBDBD","#BDBDBD",0,1
"sad",0.0841269841269841,1.58070999970441,31679.6293851584,0.502871837245672,157.398885057895,0.488876303742508,0.431611260551952,"sad",NA,"#F8766D","darkred",-3,1
"schizophrenia",0.121212121212121,1.49170537491705,1978.7851427988,0.50843986941716,159.141679127571,1.38908659549229,0.515050341247532,NA,NA,"#BDBDBD","#BDBDBD",0,1
"selection",0.188311688311688,3.13194996885034,233359.27924341,0.313763070346909,98.2078410185824,1.22623836796949,0.58543813630103,NA,NA,"#BDBDBD","#BDBDBD",0,1
"report",0.137931034482759,3.31437789876991,19723.8545614893,0.306648024312207,95.9808316097208,1.4060976326147,0.869547505684604,NA,NA,"#BDBDBD","#BDBDBD",0,1
"semantic",0.0802256392129139,1.81781338692349,6612711.75222454,8.03037438756036e-12,2.51350718330639e-09,0.393864880981542,0.405345231364781,NA,NA,"#BDBDBD","#BDBDBD",0,1
"sensation",0.110517038777908,2.38246761425747,1752667.04896803,0.00102908410950806,0.322103326276022,0.844380704995624,0.64755058106171,NA,NA,"#BDBDBD","#BDBDBD",0,1
"sensorimotor",0.160667617011167,4.21877294011599,1728352.76438985,1.67514378030817e-22,5.24320003236458e-20,1.49570086563689,0.933571977049944,"sensorimotor","sensorimotor","#00A9FF","darkblue",2,1
"sensory",0.166603174603175,3.52724576874285,715096.800574754,1.27413533536988e-12,3.98804359970774e-10,1.73972318021522,0.798533978710908,"sensory",NA,"#00A9FF","darkblue",2,1
"sentence",0.126038961038961,2.79860419572039,1687267.35987487,3.33328598119531e-13,1.04331851211413e-10,1.11475966604473,0.686309600477603,"sentence",NA,"#00A9FF","darkblue",2,1
"separation",0.104575163398693,2.6975546975547,6599.39068455653,0.0250220755169143,7.83190963679418,1.28628448835005,0.736609774503196,NA,NA,"#BDBDBD","#BDBDBD",0,1
"sequence",0.171797947487672,3.41583754924507,696554.0036958,4.07900119410418e-05,0.0127672737375461,1.89715554737349,0.810145707609104,NA,NA,"#BDBDBD","#BDBDBD",0,1
"serial",0.152906330988523,2.59203723747644,207780.040830856,0.620560902581921,194.235562508141,1.5028682047845,0.548297614536186,NA,NA,"#BDBDBD","#BDBDBD",0,1
"sex",0.0807453416149068,1.64953225119803,180795.848057962,0.361854128350769,113.260342173791,0.153391907796962,0.192173493283769,"sex",NA,"#F8766D","darkred",-3,1
"shapes",0.167567567567568,2.07712369904151,178464.71701596,0.625771525503259,195.86648748252,1.69971152144286,0.599366794569165,NA,NA,"#BDBDBD","#BDBDBD",0,1
"shift",0.119931467732724,1.63816974242039,439422.419616419,0.225019780585833,70.4311913233656,1.03451713174116,0.469322835512182,"shift",NA,"#F8766D","darkred",-3,1
"sight",0.165363361484725,3.09672094230224,808976.39288179,5.03628453525168e-11,1.57635705953378e-08,1.38538510954102,0.681031649175296,"sight",NA,"#00A9FF","darkblue",2,1
"signal",0.139544182327069,1.81152651299031,589936.128130126,0.73026029396263,228.571472010303,0.932551369080555,0.443535678094323,"signal",NA,"#F8766D","darkred",-3,1
"similarity",0.216666666666667,4.5679012345679,6007.04466361993,0.723014344886527,226.303489949483,3.13076576576577,1.05489359613746,NA,NA,"#BDBDBD","#BDBDBD",0,1
"simulation",0.0909090909090909,1.7829540490091,1156249.81201233,0.875952420133362,274.173107501742,0.820695144188523,0.523709200742463,NA,NA,"#BDBDBD","#BDBDBD",0,1
"skin",0.0769935193012116,1.61009038174413,1393556.51908993,0.00557130414425692,1.74381819715242,0.25830774352335,0.278819804003143,"skin",NA,"#F8766D","darkred",-3,1
"sleep",0.136363636363636,2.76839826839827,2205.46966629549,0.0122506668639721,3.83445872842328,0.616627573625228,0.416379126470786,"sleep",NA,"#F8766D","darkred",-3,1
"social",0.0797872340425532,1.77565707133917,4326030.16560082,1.90964048131928e-07,5.97717470652934e-05,0.334947220970896,0.349851583099268,NA,NA,"#BDBDBD","#BDBDBD",0,1
"solve",0.0849150849150849,1.47139377476456,236728.286890043,0.0428707617911053,13.418548440616,0.580166981814768,0.350981097888403,"solve",NA,"#F8766D","darkred",-3,1
"sound",0.235431235431235,5.4281476414671,250409.095793358,0.000371586012518222,0.116306421918204,3.14773719007144,1.02944651542734,NA,NA,"#BDBDBD","#BDBDBD",0,1
"spatial",0.137467616580311,2.1906749050441,1616872.27172139,3.48074607533036e-05,0.010894735215784,1.11240523874557,0.595545572528717,NA,NA,"#BDBDBD","#BDBDBD",0,1
"spatiotemporal",0.106832298136646,1.23881501929811,135270.084592545,0.364109863226057,113.966387189756,0.819480125384516,0.29576092211366,"spatiotemporal",NA,"#F8766D","darkred",-3,1
"speaker",0.0994478349317059,1.72257171012451,1614136.79790379,0.0673087449004901,21.0676371538534,0.608413007326829,0.396165263732559,"speaker",NA,"#F8766D","darkred",-3,1
"speak",0.173770491803279,3.34335070420395,142001.773223841,0.0858144012808851,26.859907600917,2.31968634511513,0.850151372490582,NA,NA,"#BDBDBD","#BDBDBD",0,1
"spectrum",0.0825139439940199,1.2378599529366,1500293.42707878,0.687360036997922,215.14369158035,0.239454434879459,0.194257008314087,"spectrum",NA,"#F8766D","darkred",-3,1
"spoken",0.174570575056012,3.56945112982571,518889.060047585,1.25146129961429e-11,3.91707386779273e-09,1.97555591891018,0.84081813796907,"spoken",NA,"#00A9FF","darkblue",2,1
"storage",0.118579234972678,1.77877701655656,130900.158514217,0.553754388217911,173.325123512206,1.36594223760175,0.54925608222407,NA,NA,"#BDBDBD","#BDBDBD",0,1
"strategy",0.109959274342836,1.57680121791398,214132.632683287,0.445878785954148,139.560060003648,0.611653556570205,0.346747732749157,"strategy",NA,"#F8766D","darkred",-3,1
"stroop",0.205980066445183,2.61154498599015,61976.0212665186,0.755131920947015,236.356291256416,2.2558780020165,0.689126228820856,NA,NA,"#BDBDBD","#BDBDBD",0,1
"subtraction",0.169642857142857,2.44302812917824,149981.944390247,0.230070168114037,72.0119626196937,2.35891387125265,0.731864416465913,NA,NA,"#BDBDBD","#BDBDBD",0,1
"success",0.112616681722373,1.74939045898396,285944.618057245,0.426844543911359,133.602342244255,0.681358564729159,0.407747863583054,"success",NA,"#F8766D","darkred",-3,1
"suffer",0.098989898989899,1.76461405498839,105678.387628498,0.785019981248212,245.71125413069,0.54654974321991,0.412301213889678,"suffer",NA,"#F8766D","darkred",-3,1
"suppression",0.094279176201373,1.20508461325541,498770.708416913,0.47245485154746,147.878368534355,0.439006262503669,0.232541665301132,"suppression",NA,"#F8766D","darkred",-3,1
"sustained",0.108108108108108,1.28456600312888,38262.8863973426,0.404333331280715,126.556332690864,1.05039702897926,0.453142629686203,"sustained",NA,"#F8766D","darkred",-3,1
"symbolic",0.179421768707483,2.53959959930942,77120.0504167518,0.0106010201743848,3.31811931458246,3.4361763605556,0.884659487398376,NA,NA,"#BDBDBD","#BDBDBD",0,1
"syntactic",0.189679885332059,3.76017613578715,388812.96633457,0.00449444010695532,1.40675975347702,2.30790148832791,0.878411802875386,NA,NA,"#BDBDBD","#BDBDBD",0,1
"tactile",0.185443668993021,4.17910554052129,605407.010522727,2.90415868316074e-08,9.0900166782931e-06,2.07808988199038,0.85080882613572,"tactile",NA,"#00A9FF","darkblue",2,1
"tap",0.17629179331307,3.6881998447348,979407.365231991,5.25435511236025e-05,0.0164461315016876,1.78433278054678,0.821100365897484,NA,NA,"#BDBDBD","#BDBDBD",0,1
"target",0.116956162117452,1.86652999499462,1068622.17905133,0.000479514055425035,0.150087899348036,0.863062395753778,0.436888710628606,"target",NA,"#F8766D","darkred",-3,1
"task",0.0838271426506721,1.32258629516855,6012866.12395647,0.000587786109287027,0.18397705220684,0.376038124430687,0.310484822559575,"task",NA,"#F8766D","darkred",-3,1
"taste",0.0949012673150604,2.1196746586274,657223.523486394,0.562196092876563,175.967377070364,0.501221438102101,0.50367332860738,NA,NA,"#BDBDBD","#BDBDBD",0,1
"think",0.0981104651162791,1.88610292628274,731010.595560504,0.412550903752943,129.128432874671,0.592408008159126,0.461855874951655,"think",NA,"#F8766D","darkred",-3,1
"thought",0.103006189213086,1.72972165329215,587909.732557795,0.131104313408812,41.0356500969582,0.529611727553055,0.3612418075386,"thought",NA,"#F8766D","darkred",-3,1
"time",0.158163265306122,2.07017414403778,68605.2794101707,0.143218256526302,44.8273142927324,1.69164881422182,0.546076453323668,NA,NA,"#BDBDBD","#BDBDBD",0,1
"tone",0.158592132505176,2.42712350137224,158662.05576634,0.976807961547634,305.74089196441,2.45728986866367,0.823765713470838,NA,NA,"#BDBDBD","#BDBDBD",0,1
"touch",0.173810921902525,3.75934581115603,787618.882802724,3.21984506082673e-09,1.00781150403877e-06,1.87381882909054,0.8277673800583,"touch",NA,"#00A9FF","darkblue",2,1
"track",0.0935077519379845,1.33293105063807,657261.169336516,0.16116040998577,50.443208325546,0.570412051454746,0.317846555104548,"track",NA,"#F8766D","darkred",-3,1
"trait",0.134879725085911,3.21356804720879,411498.006270183,0.000346224604583906,0.108368301234763,0.648491364160797,0.629971646340655,NA,NA,"#BDBDBD","#BDBDBD",0,1
"unpleasant",0.12609649122807,2.34072095165174,389990.773108727,0.480798952318305,150.49007207563,0.831727676831441,0.61174527105759,NA,NA,"#BDBDBD","#BDBDBD",0,1
"update",0.103448275862069,1.2482523644481,18149.6288528666,0.752572068465838,235.555057429807,0.834621020705234,0.3468754419666,"update",NA,"#F8766D","darkred",-3,1
"valence",0.100126972610194,2.25246461351346,1120399.1845361,0.29643473841999,92.784073125457,0.362869734987998,0.432240804866329,"valence",NA,"#F8766D","darkred",-3,1
"value",0.162732919254658,4.66664703362604,212719.485982123,0.0220316429807222,6.89590425296606,0.660516698984471,0.705075608798084,NA,NA,"#BDBDBD","#BDBDBD",0,1
"verb",0.126168831168831,3.09209218811492,1670458.39356571,2.62513865812207e-13,8.21668399992208e-11,1.14098014813625,0.693475632864637,"verb",NA,"#00A9FF","darkblue",2,1
"verbal",0.148739495798319,3.00376870969995,761959.080386185,0.000713290393065066,0.223259893029366,1.26431020215685,0.63983976157998,NA,NA,"#BDBDBD","#BDBDBD",0,1
"video",0.0891149622444352,1.50690610227899,3892494.968473,0.00464400661020806,1.45357406899512,0.429694016443627,0.312120678736882,"video",NA,"#F8766D","darkred",-3,1
"view",0.142742902838864,2.85844313959809,639413.272868209,0.0400803125502483,12.5451378282277,0.864672275301818,0.57185059401711,NA,NA,"#BDBDBD","#BDBDBD",0,1
"violations",0.175438596491228,1.8930834940755,5852.60549072865,0.161070213408462,50.4149767968487,2.04153578998442,0.571656731364646,NA,NA,"#BDBDBD","#BDBDBD",0,1
"virtual",0.132746555082606,1.86771784328668,1210599.46910157,0.00854534197375835,2.67469203778636,0.765470105818904,0.421679160601386,"virtual",NA,"#F8766D","darkred",-3,1
"visual",0.0937299921085154,2.23206721145457,5469226.70752783,9.72315681604102e-27,3.04334808342084e-24,0.570586345990188,0.492401029098078,NA,NA,"#BDBDBD","#BDBDBD",0,1
"visuospatial",0.10655514755882,1.73168176067167,1268185.08973852,0.293748643718977,91.9433254840398,0.949553694645279,0.508203067646163,NA,NA,"#BDBDBD","#BDBDBD",0,1
"visuomotor",0.167191188040913,2.5218274732074,664967.704384772,0.0589517350120555,18.4518930587734,1.89778217534841,0.719723723195808,NA,NA,"#BDBDBD","#BDBDBD",0,1
"voice",0.152960303481913,2.42915339399057,630395.17466333,0.0680682487719421,21.3053618656179,1.59116184073903,0.684371912520741,NA,NA,"#BDBDBD","#BDBDBD",0,1
"watch",0.10188679245283,1.39907815764168,394339.265706719,0.279097098198191,87.3573917360336,0.645761578183981,0.321915280110514,"watch",NA,"#F8766D","darkred",-3,1
"word",0.0942830009496676,1.85392501520367,5052567.3484303,0.00418874370956026,1.31107678109236,0.534993078942833,0.426915644480539,"word",NA,"#F8766D","darkred",-3,1
"work",0.143049528654796,2.35069408746756,1322289.80095637,0.0153878420331517,4.81639455637649,1.39944570257,0.666168475817712,NA,NA,"#BDBDBD","#BDBDBD",0,1
"write",0.154857065438288,3.55917520643971,791539.346743427,0.0263505955849355,8.2477364180848,1.26530037742538,0.745640245817872,NA,NA,"#BDBDBD","#BDBDBD",0,1
